descricao,criado,qtdInsumos,calculado,correto
30 CAP | BUPROPIONA CLORIDRATO  150MG,2020-08-05 23:19:09,1,47.5297,39.9
180 CAP | PINUS PINASTER EXTRACT  15MG; ASHWAGANDHA EXTRATO  150MG; MUCUNA EXT SECO  200MG; GINSENG  100MG; RHODIOLA ROSEA EXT SECO  150MG,2020-07-10 19:31:12,5,255.6964,225.8
120 CAP | FLUTAMIDA  250MG,2020-07-10 19:31:12,1,173.1018,154.5
30 CAP | MOROSIL  500MG; CACTI-NEA  500MG,2020-07-10 19:11:13,2,181.1948,172.0
60 CAP | COENZIMA Q10 PO  50MG; VIT B6  20MG; RESVERATROL  30MG; MAGNESIO L-TREONATO  300MG; ORLISTAT  100MG,2020-07-10 19:05:11,5,257.1274,244.0
30 CAP | TEACRINE  100MG; CAFEINA   100MG; NADH   5MG; PANAX GINSENG   250MG,2020-07-10 19:02:11,4,130.9919,126.0
120 CAP | METIONINA  200MG; CISTEINA CLORIDRATO ANIDRA  100MG; EXT MILHO  25MG; VITAMINA B5  25MG; VITAMINA B2  1MG; VITAMINA B6  10MG; BIOTINA  200MCG; VITAMINA E  3MG; CISTINA  25MG; SILICIO QUELADO  5MG; MSM  150MG,2020-07-10 19:01:10,11,134.6992,127.0
30 CAP | CAFEINA BASE ANIDRA  150MG; TEACRINE  75MG,2020-07-10 18:58:10,2,81.2802,72.0
60 CAP | MAGNESIO DIMALATO  100MG; MAGNESIO GLICINATO  100MG; CITRATO DE MAGNESIO  100MG; CROMO GTF  100MCG; ZINCO QUELADO  10MG; SELENIO QUELADO  35MCG; COBRE QUELADO  500MCG; TIAMINA  25MG; RIBOFLAVINA 7.500MG; NIACINA NO FLUSH  25MG; PIRIDOXAL-5-FOSFATO  10MG; METILFOLATO 1:10  100MCG; METILCOBALAMINA 1:100  100MCG; COMPLEXO E 25UI  250MG; TRANSRESVERATROL  25MG; PICNOGENOL 12.500MG,2020-07-10 18:53:11,16,406.2479,389.3
30 CAP | LACTOBACILLUS ACIDOPHILUS  100MG; BIFIDOBACTERIUM LONGUM  50MG; LACTOBACILLUS GASSERI  30MG; PLANTARIUM LACTOBACILLUS  50MG; BIFIDOBACTERIUM BREVE  100MG; PRETICX  200MG,2020-07-10 18:53:11,6,59.6527,51.9
30 CAP | TEACRINE  100MG; CAFEINA MICROENCAPSULADA  100MG; NADH (NADINA)  5MG; PANAX GINSENG L  250MG,2020-07-10 18:51:10,4,85.2721,125.5
42 CAP | ACIDO NALIDIXICO  500MG,2020-07-10 18:49:11,1,333.9809,315.5
30 CAP | SEMENTE UVA EXT SECO  100MG; RESVERATROL  100MG; CASCA DE PINHEIRO  25MG; DIM  100MG; CANELA PO  500MG; BERBERINA  250MG; CURCUMINA  200MG,2020-07-10 18:48:12,7,206.0263,199.9
60 CAP | CARDO MARIANO  350MG; CLORELLA PO  320MG,2020-07-10 18:48:12,2,110.8966,104.2
60 CAP | VITAMINA A PALMITATO  375MCG; ACIDO ASCORBICO  60MG; COLECALCIFEROL  6000UI; VITAMINA K2 MK7  60MCG; RIBOFLAVINA 5 FOSFATO 3.100MG; NIACINA NO FLUSH  30MG; PANTOTENATO DE CALCIO 12.500MG; PIRIDOXAL-5-FOSFATO  15MG; BIOTINA  38MCG; METILFOLATO 1:10  400MCG; METILCOBALAMINA 1:100  65MCG; CALCIO QUELADO  150MG; MAGNESIO QUELADO 30%  400MG; ZINCO QUELADO  40MG; SELENIO QUELADO  75MCG; CROMO DG  500MCG; COENZIMA Q10 PO  100MG; TIAMINA  1MG,2020-07-10 18:48:12,18,239.3746,241.0
6 CAP | VITAMINA D  50000UI,2020-07-10 18:46:10,1,34.44,39.9
60 CAP | CLORELLA   250MG,2020-07-10 18:32:11,1,62.4684,54.5
300 CAP | VITAMINA D  5000UI,2020-07-10 18:27:09,1,52.2,56.4
120 CAP | MAGNESIO L-TREONATO  600MG,2020-07-10 18:25:11,1,204.9609,182.8
120 CAP | QUERCETINA  500MG; NAC  300MG; IMUNO TF  25MG,2020-07-10 18:25:11,3,592.2705,535.9
180 CAP | LACTOBACILLUS ACIDOPHILUS  100MG; RHAMNOSUS LACTOBACILLUS  30MG; LACTOBACILLUS BIFIDUM  50MG; LACTOBACILLUS CASEI  50MG; FOS  150MG,2020-07-10 18:25:11,5,128.7005,118.85
300 CAP | NIACINAMIDA  1000MG,2020-07-10 18:25:11,1,148.0674,325.8
30 CAP | PARACASEI LACTOBACILLUS   100MG; RHAMNOSUS LACTOBACILLUS  100MG; PLANTARUM LACTOBACILLUS  300MG; GASSERI LACTOBACILLUS  500MG; BIFIDOBACTERIUM LACTIS  300MG; XOS   200MG,2020-07-10 18:23:13,6,129.9705,119.8
60 CAP | CACTI-NEA  500MG; CASTANHA DA INDIA  200MG; GREENSELECT PHYTOSOME  120MG; CAVALINHA  500MG,2020-07-10 18:22:10,4,385.7551,373.4
90 CAP | METILFOLATO 1:10  400MCG,2020-07-10 18:18:09,1,54.1286,47.4
30 CAP | RED CLOVER  50MG; VITEX AGNUS CACTUS  80MG; GRIFFONIA SIMPLICIFOLIA  100MG; L THEANINA  250MG; YAM MEXICANO EXTRATO SECO  30MG,2020-07-10 18:14:10,5,126.348,119.7
60 CAP | MAGNESIO DIMALATO  800MG,2020-07-10 18:11:09,1,92.5822,84.9
14 CAP | ACIDO BORICO  600MG,2020-07-10 18:06:11,1,34.0663,39.9
30 CAP | ACIDOPHILUS LACTOBACILLUS 2 BI  200MG; CASEI LACTOBACILLUS 2BI  200MG; LACTIS LACTOBACILLUS 2 BI  200MG; BIFIDOBACTERIA BIFIDUM 2BIL  200MG; BIFIDOBACTERIUM LACTIS 2BIL  200MG,2020-07-10 18:06:11,5,92.6125,93.0
900 CAP | AÇAFRÃO  1G; PIMENTAR PRETA  15MG,2020-07-10 18:04:10,2,3594.4275,3385.7
120 CAP | SILIMARINA EXT SECO  200MG; CURCUMA EXT SECO  200MG; NAC  200MG; VIT B12  500MCG; VIT B6  100MG; ACIDO FOLICO 2.500MG,2020-07-10 18:02:09,6,227.9904,282.0
30 CAP | THEANINA  100MG; MAGNESIO QUELADO 30%  100MG; PIRIDOXAL-5-FOSFATO  10MG,2020-07-10 18:02:09,3,50.7155,41.5
30 CAP | BIFIDOBACTERIUM LONGUM  50MG; BIFIDOBACTERIUM LACTIS  50MG; ACIDOPHILUS LACTOBACILLUS  100MG; HELVETICUS LACTOBACILLUS  50MG; JOHNSONII LACTOBACILLUS  30MG; PLANTARUM LACTOBACILLUS  70MG; PARACASEI LACTOBACILLUS   30MG; REUTERI LACTOBACILLUS  20MG; SOD  10MG; INULINA  100MG,2020-07-10 18:01:09,10,69.3352,60.2
60 CAP | BEANBLOCK  100MG; ORLISTAT  120MG; CAVALINHA  100MG,2020-07-10 18:00:09,3,368.8526,351.6
120 CAP | SIBUTRAMINA CLORIDRATO  5MG,2020-07-10 18:00:09,1,68.4949,59.1
120 CAP | PICOLINATO DE CROMO  35MCG,2020-07-10 17:58:10,1,30.3948,49.5
180 CAP | BUPROPIONA CLORIDRATO  100MG; NALTREXONA HCL  4MG,2020-07-10 17:57:10,2,179.2514,174.7
90 CAP | VITAMINA D3 OLEOSAS  5000UI,2020-07-10 17:56:10,1,45.84,52.5
60 CAP | BIFIDOBACTERIUM BREVE  100MG; BIFIDOBACTERIUM LACTIS  100MG; BIFIDOBACTERIUM INFANTIS  50MG; LACTOBACILLUS ACIDOPHILUS  80MG; CRISPATUS LACTOBACILLUS   50MG; HELVETICUS LACTOBACILLUS  70MG; JOHNSONII LACTOBACILLUS  50MG; REUTERI LACTOBACILLUS  80MG; STREPTOCOCCUS TERMOPHILUS  30MG,2020-07-10 17:56:10,9,124.8916,117.0
60 CAP | VITAMINA D3 (COLEALCIFEROL)  10000UI; VITAMINA K2 MK7  120MCG,2020-07-10 17:56:10,2,46.6284,54.5
60 CAP | IRVINGIA GABONESIS EXT SECO  100MG; CAVALINHA  100MG; MOROSIL  100MG; BEANBLOCK  100MG,2020-07-10 17:56:10,4,291.1445,274.8
90 CAP | MAGNESIO DIMALATO  420MG; VIT B6  20MG; ZINCO QUELADO  15MG; BIOTINA  500MCG; UBIQUINONA  30MG; BORO QUELADO  10MG,2020-07-10 17:56:10,6,151.7034,139.0
90 CAP | METILFOLATO 1:10  1000MCG; VIT B6  50MG; METILCOBALAMINA 1:100  500MCG; NUTRICOLIN  300MG; N ACETIL L CISTEINA  300MG; BIOTINA  5MG; FOSFATIDIL COLINA  100MG,2020-07-10 17:56:10,7,661.4721,625.3
30 CAP | ACIDOPHILUS LACTOBACILLUS  200MG; CASEI LACTOBACILLUS  200MG; LACTOBACILLUS LACTIS  100MG; BIFIDOBACTERIA BIFIDUM  100MG; BIFIDOBACTERIUM LACTIS  200MG; FOS  300MG,2020-07-10 17:45:11,6,83.797,81.1
90 CAP | VITAMINA K2 OLEOS  200MCG,2020-07-10 17:45:11,1,30.6066,69.8
60 CAP | VITAMINA C  500MG; ZINCO QUELADO  5MG; QUERCETINA  100MG,2020-07-10 17:44:12,3,76.9043,67.8
60 CAP | VITAMINA C  500MG; ZINCO QUELADO  10MG; QUERCETINA  100MG,2020-07-10 17:43:11,3,79.4216,69.95
180 CAP | MAGNESIO TREONATO  200MG,2020-07-10 17:43:11,1,117.4804,106.7
30 CAP | BIFIDOBACTERIA BIFIDUM  500MG; PARACASEI LACTOBACILLUS   500MG; ACIDOPHILUS LACTOBACILLUS  500MG; BIFIDOBACTERIUM LACTIS  500MG,2020-07-10 17:41:11,4,203.8757,196.4
40 CAP | MELOXICAM 7.500MG; PREDNISONA  5MG; DULOXETINA  25MG; CIMETIDINE  150MG; HIDROCLOROTIAZIDA  10MG; DOMPERIDONA  10MG,2020-07-10 17:38:11,6,133.2493,126.0
30 CAP | VITAMINA D LIQ CAP  10000UI; VITAMINA A OLEOSA  1000UI,2020-07-10 17:34:14,2,40.893,40.0
30 CAP | VITAMINA D LIQ   7000UI; VITAMINA A OLEOSA  700UI,2020-07-10 17:34:14,2,37.6251,40.0
30 CAP | OLI OLA 3%  200MG,2020-07-10 17:34:14,1,49.2365,89.5
120 CAP | CURCUMA EXT SECO  500MG; PIPERINA  15MG,2020-07-10 16:43:10,2,318.591,289.8
30 CAP | VITAMINA D3 OLEO DE GIRASSOL  8000UI,2020-07-10 16:38:09,1,38.448,40.0
30 CAP | VITAMINA D LIQ CAP ATE 15MIL  10000UI; VIT K2  EM OLEO DE GIRASSOL  120MCG,2020-07-10 16:37:09,2,40.6813,40.0
90 CAP | BETAINA CLORIDRATO  350MG; VIT A   5000UI; ZINCO-CARNOSINA  75MG; PROTEASE  100MG; BROMELINA  200MG; GAMA OZ  100MG  3MG; L GLUTAMINA  500MG; PANCREATINA  100MG,2020-07-10 16:37:09,8,416.4212,487.0
90 CAP | CATUABA  500MG; MARAPUAMA PO  500MG,2020-07-10 16:36:09,2,74.4276,73.0
60 CAP | BIFIDOBACTERIUM BREVE  100MG; BIFIDOBACTERIUM LONGUM  100MG; GASSERI LACTOBACILLUS  100MG; LACTOBACILLUS ACIDOPHILUS  200MG; DELBRUECKII LACTOBACILLUS  200MG,2020-07-10 16:35:11,5,143.0501,135.0
90 CAP | PICNOGENOL  75MG; VITAMINA E  50MG; VITAMINA C  10MG,2020-07-10 16:35:11,3,88.6003,77.1
60 CAP | SILIMARINA  144MG,2020-07-10 16:35:11,1,46.1844,43.6
9 CAP | PREDNISONA  10MG,2020-07-10 16:35:10,1,34.761,39.9
120 CAP | VIT B1  50MG; VIT B6  20MG; VIT B12  100MCG; VIT B5  500MG; ACIDO FOLICO  400MCG; COLINA BITARTARATO  300MG; INOSITOL  300MG; BIOTINA  900MCG; PABA  50MG,2020-07-10 16:35:10,9,375.6938,387.9
120 CAP | VITAMINA D3  10000UI; VITAMINA A  1000UI,2020-07-10 16:35:10,2,47.9976,49.5
180 CAP | PINUS PINASTER EXTRACT  30MG; TADALAFIL  5MG; MUCUNA EXT SECO  200MG; ASHWAGANDHA EXTRATO  150MG,2020-07-10 16:35:10,4,245.5483,221.0
29 CAP | PREDNISONA  20MG,2020-07-10 16:35:10,1,60.682,51.8
40 CAP | MOROSIL  300MG; CURCUMA   250MG; PIPERINA  2MG; CARNITINA L  200MG; MAGNESIO DIMALATO  250MG; METILCOBALAMINA   300MCG; VIT B1  5MG; VIT B2  20MG; VITAMINA B3  20MG; PIRIDOXAL-5-FOSFATO  10MG; ACIDO ALFA LIPOICO  50MG,2020-07-10 16:01:07,11,207.2758,235.3
120 CAP | DIM  100MG; PINUS PINASTER EXTRACT  50MG,2020-07-10 15:54:16,2,195.2474,171.5
20 CAP | MELOXICAM  15MG; CICLOBENZAPRINA CLORIDRAT 1:10  5MG; FAMOTIDINA  20MG,2020-07-10 15:54:16,3,53.1336,46.0
120 CAP | CITRULINA  250MG; ACIDO ASCORBICO  250MG; GINKGO BILOBA  60MG; THEANINA  100MG; ZINCO QUELADO  20MG; COBRE QUELADO  1MG; PIRIDOXINA  50MG; METILCOBALAMINA 1:100  500MCG; METILFOLATO 1:10  200MCG; SELENIO   100MCG,2020-07-10 15:53:16,10,240.7845,218.5
60 CAP | QUERCETINA  250MG; CURCUMINA  250MG; PIPERINA  10MG,2020-07-10 15:50:16,3,162.209,156.2
180 CAP | MAGNESIO DIMALATO  400MG; TIAMINA  50MG; RIBOFLAVINA  20MG; NIACINA NO FLUSH  100MG; ACIDO PANTOTENICO  50MG; PIRIDOXAL-5-FOSFATO  20MG; METILFOLATO   150MCG; METILCOBALAMINA   200MCG; ZINCO QUELADO  10MG; CROMO GTF  400MCG; SELENIO QUELADO  50MCG; COBRE QUELADO  500MCG; ACIDO ALFA LIPOICO  150MG; TRANSRESVERATROL  50MG,2020-07-10 15:46:16,14,654.3143,704.8
30 CAP | TIAMINA  10MG; RIBOFLAVINA  10MG; NIACINA NO FLUSH  10MG; ACIDO PANTOTENICO  10MG; PIRIDOXINA  10MG; BIOTINA  400MCG; METILCOBALAMINA 1:100  100MCG; METILFOLATO 1:10  200MCG; MAGNESIO QUELADO 30%  100MG; CALCIO QUELADO  200MG; COBRE QUELADO  1MG; ZINCO QUELADO  20MG; FERRO QUELADO  10MG; SELENIO QUELADO  80MCG; VIT A   2000UI; MIX DE TOCOFEROIS  100MG; VITAMINA C REVESTIDA  200MG,2020-07-10 15:46:16,17,124.262,122.0
90 CAP | LACTOBACILLUS GASSERI  30MG; BIFIDOBACTERIUM ANIMALIS  50MG; BIFIDOBACTERIA BIFIDUM  100MG; LACTOBACILLUS REUTERI  50MG; LACTOBACILLUS CASEI  100MG; XOS   200MG,2020-07-10 15:46:16,6,105.0132,113.6
30 CAP | QUERCETINA  150MG; ZINCO QUELADO  20MG; NAC  100MG; VITAMINA A  5000UI; VITAMINA C   200MG; VITAMINA D3   4000UI; RESVERATROL  5MG; IMUNO TF  25MG; COENZIMA Q10  50MG,2020-07-10 15:41:16,9,164.1946,158.0
60 CAP | VITAMINA D LIQ CAP ATE 15MIL  10000UI; VITAMINA A OLEOSA ORAL  1000UI; VITAMINA E OLEOSA ORAL  200UI,2020-07-10 15:41:16,3,62.5068,58.4
30 CAP | L THEANINA  50MG; 5HTP  50MG; CROMO PICOLINATO  100MCG,2020-07-10 15:40:17,3,56.1925,47.1
60 CAP | CROMO PICOLINATO  100MCG,2020-07-10 15:39:17,1,30.564,43.6
60 CAP | BROMELINA  50MG; PAPAINA  50MG; ALFA AMILASE  50MG; PANCREATINA  200MG; PEPSINA  150MG; LACTASE  200MG; BETAINA HCL  100MG,2020-07-10 15:39:17,7,203.3144,212.0
60 CAP | VITAMINA D  10000UI; VITAMINA K2 MK7  500MCG; VITAMINA A  3000UI; MAGNESIO DIMALATO  200MG; IODETO DE POTASSIO  1MG; SELENIO   150MCG,2020-07-10 15:38:21,6,56.3754,141.0
90 CAP | CARBONATO DE CALCIO PESADO  600MG; VITAMINA D  1000UI,2020-07-10 15:33:17,2,58.2094,50.1
40 CAP | NIACINA  30MG; TIROSINA  400MG; METILFOLATO   500MCG; COBRE QUELADO 0.500MG; MAGNESIO QUELADO   250MG; PIRIDOXAL-5-FOSFATO  20MG; SELENIO  100MCG; COENZIMA Q10 PO  100MG; L CARNITINA   300MG; SILIMARINA  100MG; PICNOGENOL  100MG; DIM  50MG; ZINCO QUELADO  30MG,2020-07-10 15:32:15,13,236.986,296.0
180 CAP | TURKESTERONE  500MG; CYANOTIS EXT SECO  250MG,2020-07-10 15:29:16,2,1004.811,921.8
180 CAP | MAGNESIO DIMALATO  250MG; CITRATO DE MAGNESIO  150MG; CROMO GTF  100MCG; COLINA BITARTARATO  100MG; BENFOTIAMINE  35MG; RIBOFLAVINA  20MG; ACIDO PANTOTENICO  25MG; PIRIDOXAL-5-FOSFATO  10MG; METILFOLATO 1:10  100MCG; METILCOBALAMINA 1:100  100MCG; ACIDO ALFA LIPOICO  150MG; VIT A   1000UI; COMPLEXO E  25MG; PINUS PINASTER EXTRACT  25MG; TRANSRESVERATROL  50MG,2020-07-10 15:27:16,15,680.6829,721.9
60 CAP | EXSYNUTRIMENT  150MG; PIRIDOXINA 1.300MG; BIOTINA  30MCG; CROMO   35MCG; SELENIO   34MCG; ZINCO  7MG,2020-07-10 15:24:15,6,251.1962,236.0
30 CAP | VITAMINA D3  6000UI,2020-07-10 15:22:15,1,32.664,39.9
30 CAP | UNIVESTIN  300MG,2020-07-10 15:19:15,1,144.8608,136.4
30 CAP | VITAMINA D3  5500UI,2020-07-10 15:18:16,1,32.442,39.9
60 CAP | L CITRULINA  50MG,2020-07-10 15:17:17,1,32.0964,44.0
90 CAP | RUTINA  100MG; CLORTALIDONA  20MG,2020-07-10 15:09:15,2,95.9662,85.3
30 CAP | ACIDOPHILUS LACTOBACILLUS  100MG; RHAMNOSUS LACTOBACILLUS  100MG; PLANTARUM LACTOBACILLUS  100MG; BIFIDOBACTERIUM LACTIS  100MG; REUTERI LACTOBACILLUS  100MG; LACTOBACILLUS JOHNSONII  100MG; BIFIDOBACTERIUM INFANTIS  100MG; BIFIDOBACTERIUM LONGUM  100MG,2020-07-10 15:09:15,8,81.8383,77.0
60 CAP | ACIDOPHILUS LACTOBACILLUS  100MG; PLANTARUM LACTOBACILLUS  100MG; LACTOBACILLUS BREVE  100MG; BIFIDOBACTERIUM LACTIS  100MG; BIFIDOBACTERIUM LONGUM  100MG,2020-07-10 15:05:15,5,91.8516,84.0
120 CAP | BERBERINA  500MG; CARDO MARIANO  200MG,2020-07-10 15:04:15,2,513.7965,466.0
45 CAP | ACIDOPHILUS LACTOBACILLUS  100MG; PARACASEI LACTOBACILLUS   100MG; GASSERI LACTOBACILLUS  100MG; BIFIDOBACTERIA BIFIDUM  100MG; FAECIUM LACTOBACILLUS  80MG; CITRATO DE MAGNESIO  200MG; VIT B6  30MG; XOS (XILOOLIGOSSACARIDEOS)  50MG,2020-07-10 15:01:15,8,104.0223,92.4
60 CAP | VITAMINA E OLEOSA ORAL  400UI,2020-07-10 15:00:16,1,51.3696,50.0
120 CAP | COBRE QUELADO 0.500MG; EXSELEN  50MCG; EUTERPE OLERACEA EXT SECO  100MG; NICOTINAMIDA  25MG; VITAMINA A  5000UI; VITAMINA B12  400MCG; VITAMINA B6  50MG; URTIGA DIOICA EXT SECO  30MG; VITAMINA C  500MG; COENZIMA Q10 PO  200MG; WELLMUNE  100MG; ZINCO  15MG; ASHWAGANDHA EXTRATO  500MG,2020-07-10 15:00:16,13,658.1689,596.7
180 CAP | MAGNESIO DIMALATO  400MG; CROMO GTF  100MCG; ACIDO ALFA LIPOICO  150MG; COENZIMA Q10 PO  100MG; PICNOGENOL  25MG; TRANSRESVERATROL  50MG,2020-07-10 14:59:15,6,682.0233,735.5
90 CAP | VITAMINA D LIQ CAP ATE 15MIL  10000UI; VITAMINA K2 SOL MAE  150MCG,2020-07-10 14:59:15,2,62.135,62.0
30 CAP | PASSIFLORA INCARNATA  300MG; VALERIANA OFFICINALIS  100MG; MELISSA   50MG; CRATAEGUS OXYACANTHA  50MG,2020-07-10 14:57:15,4,46.1195,50.0
120 CAP | SULFATO DE ZINCO  65MG,2020-07-10 14:55:16,1,46.9016,49.5
60 CAP | GINSENG COREANO   200MG; GINKGO BILOBA  100MG; TRIBULUS TERRESTRIS   100MG,2020-07-10 14:55:15,3,74.2426,61.0
30 CAP | MELATONINA ZS 1MG CAPS  1MG; ZINCO QUELADO 8.700MG; SELENIO QUELADO  50MCG,2020-07-10 14:50:15,3,57.669,53.7
60 CAP | PICOLINATO CROMO 1:10  250MCG; FUCUS PO  150MG; ORLISTAT  100MG; VALERIANA  180MG; GARCINIA  250MG; CAVALINHA  120MG; PASSIFLORA  150MG,2020-07-10 14:50:15,7,198.7684,220.8
60 CAP | COENZIMA Q10 PO  200MG; PQQ  10MG; CARNITINA L  500MG; MAGNESIO DIMALATO  400MG; TEACRINE  150MG,2020-07-10 14:48:15,5,529.4657,512.5
30 CAP | COENZIMA Q10 PO  180MG; VIT E  5MG,2020-07-10 14:43:16,2,108.868,98.9
60 CAP | VIT A OLEOSA  1300UI; VIT E OLEOSA  400UI; VITAMINA D LIQ CAP ATE 15MIL  13000UI,2020-07-10 14:43:16,3,79.6914,80.1
60 CAP | LETROZOL 1:100 0.300MG; VIT B2  30MG; VITAMINA B3  30MG; VIT B5  30MG; VIT B6  30MG; VIT B12  60MCG; ACIDO FOLICO  3MG; ZINCO QUELADO  30MG; MAGNESIO QUELADO 30%  400MG; PICOLINATO DE CROMO  900MCG; CROMO QUELADO  400MCG; SELENIO QUELADO  200MCG,2020-07-10 14:41:14,12,135.2708,214.8
120 CAP | VITAMINA D  20000UI; VITAMINA K2 MK7  120MCG; MAGNESIO DIMALATO  400MG; VITAMINA A  2000UI; BORO QUELADO  5MG,2020-07-10 14:41:14,5,137.1553,166.4
120 CAP | DOXICICLINA  100MG,2020-07-10 14:37:15,1,172.8921,153.0
90 CAP | VITAMINA D3  10000UI; VITAMINA A  1400UI,2020-07-10 14:35:16,2,43.5695,47.4
21 CAP | OXIBUTININA CLORIDRATO 1:10 2.500MG,2020-07-10 14:35:16,1,34.4835,39.9
90 CAP | PINUS PINASTER EXTRACT  40MG; TADALAFIL  5MG; MUCUNA EXT SECO  150MG,2020-07-10 14:35:16,3,106.2511,114.3
14 CAP | OXIBUTININA  5MG,2020-07-10 14:35:16,1,35.978,39.9
60 CAP | VITAMINA A  4500UI; REUTERI LACTOBACILLUS  80MG; SPOROGENES LACTOBACILLUS  80MG; VITAMINA B3  100MG; METILCOBALAMINA   100MCG; ZINCO QUELADO  10MG,2020-07-10 14:35:16,6,93.8653,83.0
90 CAP | ACIDO FOLICO  2MG; VITAMINA B12  300MCG,2020-07-10 14:35:16,2,39.6152,47.4
60 CAP | BIFIDOBACTERIA BIFIDUM  50MG; BIFIDOBACTERIUM LACTIS  50MG; BIFIDOBACTERIUM INFANTIS  50MG; ACIDOPHILUS LACTOBACILLUS  100MG; BULGARICUS LACTOBACILLUS  100MG; RHAMNOSUS LACTOBACILLUS  50MG; XOS  200MG,2020-07-10 14:35:16,7,120.5726,108.0
120 CAP | BROMOPRIDE  10MG; FAMOTIDINA  20MG; CICLOBENZAPRINE  3MG,2020-07-10 14:24:16,3,145.6597,128.5
30 CAP | MELATONINA SLOW RELEASE  200MCG,2020-07-10 14:23:16,1,31.2873,39.9
60 CAP | ANLODIPINA 7.500MG; HIDROCLOROTIAZIDA  25MG; ENALAPRIL  20MG,2020-07-10 14:23:16,3,76.1412,70.0
15 CAP | VITAMINA D  50000UI; VITAMINA A  50000UI,2020-07-10 14:22:15,2,42.585,39.9
30 CAP | VITAMINA C  500MG; GARCINIA CAMBOJA EXT SECO  300MG; PICOLINATO DE CROMO  150MCG; CASCARA SAGRADA  150MG; CAVALINHA  150MG; MOROSIL  250MG,2020-07-10 14:21:15,6,122.3124,117.2
180 CAP | HUPERZINE  5MG; RHODIOLA ROSEA EXT SECO  200MG,2020-07-10 14:21:15,2,330.9219,293.4
90 CAP | RHODIOLA ROSEA EXT SECO  150MG,2020-07-10 14:21:15,1,74.7045,73.2
60 CAP | MELATONINA SLOW RELEASE  3MG; ZINCO QUELADO 8.700MG; SELENIO QUELADO  50MCG,2020-07-10 14:21:15,3,73.1092,63.8
30 CAP | ACIDOPHILUS LACTOBACILLUS  100MG; GASSERI LACTOBACILLUS  100MG; PLANTARUM LACTOBACILLUS  100MG; BIFIDOBACTERIUM LONGUM  100MG; BIFIDOBACTERIUM BREVE  100MG,2020-07-10 14:21:15,5,62.1193,56.3
60 CAP | GLYCOXIL  100MG; CROMO GTF  150MCG,2020-07-10 14:21:15,2,240.3156,224.5
60 CAP | SELENIO QUELADO  50MCG; BOSWELLIA SERRATA  250MG; PANTOTENATO DE CALCIO  25MG; RUTINA  100MG; VITAMINA K1  25MCG; MANGANES QUELADO  3MG; ASCORBATO DE MAGNESIO  500MG; ALFA TOCOFEROL  400UI,2020-07-10 14:21:15,8,170.0588,199.3
90 CAP | CURCUMA LONGA  400MG,2020-07-10 14:21:15,1,141.9996,136.6
30 CAP | VALERIANA  100MG; SERTRALINA   35MG; TOPIRAMATO  20MG,2020-07-10 14:21:15,3,57.6052,52.0
30 CAP | COENZIMA Q10  200MG; ACIDO ALFA LIPOICO  100MG,2020-07-10 14:21:15,2,128.3484,130.0
30 CAP | DIM  100MG; TRANSRESVERATROL  100MG,2020-07-10 14:21:15,2,114.9711,107.0
30 CAP | OPUNTIA FI ROSEHIPS  400MG; CITRUS SINENSIS EXT SECO  500MG,2020-07-10 13:50:14,2,128.1479,122.0
90 CAP | POLYPODIUM LEUCOTOMOS EXTRATO  250MG; PICNOGENOL  100MG,2020-07-10 13:50:14,2,118.4564,108.1
67 CAP | TRIIODOTIRONINA SLOW RELEASE  12MCG,2020-07-10 13:49:14,1,32.9693,47.4
30 CAP | METILFOLATO 1:10  400MCG; VITAMINA A  400UI; MIX DE TOCOFEROIS  400UI; TIAMINA  10MG; RIBOFLAVINA  10MG; NIACINAMIDA  5MG; PANTOTENATO DE CALCIO  10MG; PIRIDOXAL-5-FOSFATO  20MG; BIOTINA  100MCG; METILCOBALAMINA 1:100  50MCG; COLINA BITARTARATO  150MG; SELENIO AA COMPLEXO  50MCG; COENZIMA Q10 PO  50MG; ACIDO ALFA LIPOICO  50MG; VITAMINA K2 PÓ  90MCG; ZINCO QUELADO  20MG; COBRE QUELADO  450MCG; MANGANES QUELADO 1.200MG; PICOLINATO CROMO 1:10  18MCG,2020-07-10 13:40:15,19,127.4467,152.7
60 CAP | GASSERI LACTOBACILLUS  100MG; REUTERI LACTOBACILLUS  60MG; ACIDOPHILUS LACTOBACILLUS  400MG; LACTOBAC BULGARICUS/PARACASEI  135MG; RHAMNOSUS LACTOBACILLUS  50MG; DELBRUECKII LACTOBACILLUS  50MG; HELVETICUS LACTOBACILLUS  50MG; FAECIUM LACTOBACILLUS  70MG; BIFIDOBACTERIUM BREVE  75MG; BIFIDOBACTERIUM LONGUM  70MG; BIFIDOBACTERIA BIFIDUM  100MG; BIFIDOBACTERIUM LACTIS  300MG; PRETICX  300MG,2020-07-10 13:38:18,13,288.0427,268.9
60 CAP | CACTI-NEA  500MG; CAVALINHA  500MG; CASTANHA DA INDIA  200MG; GREENSELECT PHYTOSOME  120MG,2020-07-10 13:38:18,4,385.7551,374.0
15 CAP | VITAMINA D  50000UI,2020-07-10 13:24:15,1,41.1,39.9
30 CAP | CLORETO DE MAGNÉSIO  1000MG,2020-07-10 13:24:15,1,42.9873,45.0
60 CAP | VITAMINA D   4000UI; VITAMINA A OLEOSA ORAL  1000UI; VITAMINA E OLEOSA ORAL  200MG,2020-07-10 13:21:14,3,44.9388,44.0
30 CAP | TRIPTOFANO  150MG,2020-07-10 13:20:14,1,45.1421,39.9
